287,67.175661000,6,103.198.0.2,10.12.28.101,443,49169,,,1495,20,0x0018,20,0x0303,3082064d30820535a003020102021100d562e1239af50f88ee4ab924a6f3a254300d06092a864886f70d01010b0500308190310b3009060355040613024742311b30190603550408131247726561746572204d616e636865737465723110300e0603550407130753616c666f7264311a3018060355040a1311434f4d4f444f204341204c696d69746564313630340603550403132d434f4d4f444f2052534120446f6d61696e2056616c69646174696f6e2053656375726520536572766572204341301e170d3137303530313030303030305a170d3139303530313233353935395a305a3121301f060355040b1318446f6d61696e20436f6e74726f6c2056616c696461746564311e301c060355040b1315457373656e7469616c53534c2057696c64636172643115301306035504030c0c2a2e6f6e696f6e2e6c696e6b30820222300d06092a864886f70d01010105000382020f003082020a0282020100b03731aa0e5ed01484d94079a89efc4d2b4bd3d0c9172ef1364e17532fedb159ddfc04636ea9b6a0db8fa3946bfcf0f94fbf6970ed5111997f94653e83d6eec96d794a71b7c7ff9cdbeb63610a42c77774433ac5399d9b60193934ee1fc0c76c9c377a4109e663f89027f887dc5cacb797b8136ba906a06817688d7faad413358d24c7fb8196f518d995294ce77c046c9c3e1576eb17e91572b6670d21238af2dde190f5b266700e513832d45be4d43a73c818430167ae8bef5d91d61c426c65e51f7651eb2c0dddcdea2a3d4d503ebb6ad51970dfc6655f375cc78694f4d23c68ee02b18071ae2643a5645cd1c792fba4376462e3eda295ffffe56c1c04abeede539b142e3c7d08be20b36304f268ae4fe91016b9f8a878fa86fe46564c27de054f8fcd8b660a67eca84d7d3c3c89593fa8bf4b6dd74ce58dbb71845a60e9eb4703abf9ee15f2f02c963c22e304d2565f62a15ba7b80c895853230d63582e2d508a887db3d2c02529491e4b2a99226f792ff7eeb1e5054f9041c4b9d237820724dd873f14e21e4052d5b686f3249b4a0b66acaca421d96efd72a9b80a0494d76a2ac1b0baa26bb81a94b13cd980a5c8f08ccd282e8c5c494f75e80bd794fb636e9277ff5dac5d38044af7113a333c3a3ea96341c5f345526362c43bd61431a3cdc7d185aba5a088a2614fc3dd663eef4b790aa3fadf366ccdca2d1e8461bc950203010001a38201d5308201d1301f0603551d2304183016801490af6a3a945a0bd890ea125673df43b43a28dae7301d0603551d0e041604140840eb965809cab9e8ceefefec4ebb9a2aa3ac89300e0603551d0f0101ff0404030205a0300c0603551d130101ff04023000301d0603551d250416301406082b0601050507030106082b06010505070302304f0603551d2004483046303a060b2b06010401b23101020207302b302906082b06010505070201161d68747470733a2f2f7365637572652e636f6d6f646f2e636f6d2f4350533008060667810c01020130540603551d1f044d304b3049a047a0458643687474703a2f2f63726c2e636f6d6f646f63612e636f6d2f434f4d4f444f525341446f6d61696e56616c69646174696f6e53656375726553657276657243412e63726c30818506082b0601050507010104793077304f06082b060105050730028643687474703a2f2f6372742e636f6d6f646f63612e636f6d2f434f4d4f444f525341446f6d61696e56616c69646174696f6e53656375726553657276657243412e637274302406082b060105050730018618687474703a2f2f6f6373702e636f6d6f646f63612e636f6d30230603551d11041c301a820c2a2e6f6e696f6e2e6c696e6b820a6f6e696f6e2e6c696e6b300d06092a864886f70d01010b050003820101008592c43a09c011bf721b7b22688913d43ce5f957880083122e9b46fd6e3a2ad4fc6295806051cb74a81de534bdc7a4fa3d9b916ebf559846784122e360460e1af5646666cbe71f83932f53e5656e468fbfc7d5159851de1130dac3dac928f803e1122cd5509e0bad328357cf30194af9c070433de267cbfbe70360c2361c55fadd3c500afd910e20267438f4d3998d82d8b7660a1502771ab2d3eea6e22186a53b040b55f344888feb2d5373e378be633aee57aaa805dd19c34c9198261085f1224685e5e320653202cef1565e2afc4ea5dbb2a863da4c8bd27e072d45509e54bc4a79ac6217a3a931892485bc14b3ad06e25b46b9cd680aabba3f08db9e6acd;30820608308203f0a00302010202102b2e6eead975366c148a6edba37c8c07300d06092a864886f70d01010c0500308185310b3009060355040613024742311b30190603550408131247726561746572204d616e636865737465723110300e0603550407130753616c666f7264311a3018060355040a1311434f4d4f444f204341204c696d69746564312b302906035504031322434f4d4f444f205253412043657274696669636174696f6e20417574686f72697479301e170d3134303231323030303030305a170d3239303231313233353935395a308190310b3009060355040613024742311b30190603550408131247726561746572204d616e636865737465723110300e0603550407130753616c666f7264311a3018060355040a1311434f4d4f444f204341204c696d69746564313630340603550403132d434f4d4f444f2052534120446f6d61696e2056616c69646174696f6e205365637572652053657276657220434130820122300d06092a864886f70d01010105000382010f003082010a02820101008ec20219e1a059a4eb38358d2cfd01d0d349c064c70b620545163aa8a0c00c027f1dccdbc4a16d7703a30f86f9e3069c3e0b818a9b491bad03befa4bdb8c20edd5ce5e658e3e0daf4cc2b0b7455e522f34de482464b441ae0097f7be67de9ed07aa753803b7cadf596556f97470a7c858b22978db384e09657d0701860968fee2d07939da1bacad1cd7be9c42a9a2821914d6f924f25a5f27a35dd26dc46a5d0ac59358cff4e9143503f59931e6c5121ee5814abfe7550783e4cb01c8613fa6b98bce03b941e8552dc039324186ecb275145e670de2543a40de14aa5edb67ec8cd6dee2e1d27735ddc453080aae3b2410bafbd4487dab9e51b9d7faee58582a50203010001a382016530820161301f0603551d23041830168014bbaf7e023dfaa6f13c848eadee3898ecd93232d4301d0603551d0e0416041490af6a3a945a0bd890ea125673df43b43a28dae7300e0603551d0f0101ff04040302018630120603551d130101ff040830060101ff020100301d0603551d250416301406082b0601050507030106082b06010505070302301b0603551d200414301230060604551d20003008060667810c010201304c0603551d1f044530433041a03fa03d863b687474703a2f2f63726c2e636f6d6f646f63612e636f6d2f434f4d4f444f52534143657274696669636174696f6e417574686f726974792e63726c307106082b0601050507010104653063303b06082b06010505073002862f687474703a2f2f6372742e636f6d6f646f63612e636f6d2f434f4d4f444f525341416464547275737443412e637274302406082b060105050730018618687474703a2f2f6f6373702e636f6d6f646f63612e636f6d300d06092a864886f70d01010c050003820201004e2b764f921c623689ba77c12705f41cd6449da99a3eaad56666013eea49e6a235bcfaf6dd958e9935980e361875b1dddd50727caedc7788ce0ff79020caa3672e1f567f7be144ea4295c45d0d01504615f28189596c8add8cf112a18d3a428a98f84b347b273b08b46f243b729d6374583c1a6c3f4fc7119ac8a8f5b537ef1045c66cd9e05e9526b3ebada3b9ee7f0c9a66357332604ee5dd8a612c6e5211776896d318755115001b7488dde1c738044328e916fdd905d45d472760d6fb383b6c72a294f8421adfed6f068c45c20600aae4e8dcd9b5e17378ecf623dcd1dd6c8e1a8fa5ea547c96b7c3fe558e8d495efc64bbcf3ebd96eb69cdbfe048f1628210e50c4657f233dad0c863edc61f9405964a1a91d1f7ebcf8f52ae0d08d93ea8a051e9c18774d5c9f774ab2e53fbbb7afb97e2f81f268fb3d2a0e0375b283b31e50e572d5ab8ad79ac5e20661aa5b9a6b539c1f59843ffeef9a7a7fdeeca243d8016c4178f8ac160a10cae5b4347914bd59a175ff9d487c1c28cb7e7e20f30193786ace0dc4203e694a89daefd0f245194ce9208d1fc50f003407b8859ed0eddacd2778234dc069502d890f92dea37d51a60d06720d7d8420b45af8268dedd66243790299419461925b880d7cbd486286a4470262362a99f866fbfba9070d256778578efea25a917ce50728c003aaae3db63349ff8067101e28220d4fe6fbdb1;308205743082045ca00302010202102766ee56eb49f38eabd770a2fc84de22300d06092a864886f70d01010c0500306f310b300906035504061302534531143012060355040a130b416464547275737420414231263024060355040b131d41646454727573742045787465726e616c20545450204e6574776f726b312230200603550403131941646454727573742045787465726e616c20434120526f6f74301e170d3030303533303130343833385a170d3230303533303130343833385a308185310b3009060355040613024742311b30190603550408131247726561746572204d616e636865737465723110300e0603550407130753616c666f7264311a3018060355040a1311434f4d4f444f204341204c696d69746564312b302906035504031322434f4d4f444f205253412043657274696669636174696f6e20417574686f7269747930820222300d06092a864886f70d01010105000382020f003082020a028202010091e85492d20a56b1ac0d24ddc5cf446774992b37a37d23700071bc53dfc4fa2a128f4b7f1056bd9f7072b7617fc94b0f17a73de3b00461eeff1197c7f4863e0afa3e5cf993e6347ad9146be79cb385a0827a76af7190d7ecfd0dfa9c6cfadfb082f4147ef9bec4a62f4f7f997fb5fc674372bd0c00d689eb6b2cd3ed8f981c14ab7ee5e36efcd8a8e49224da436b62b855fdeac1bc6cb68bf30e8d9ae49b6c6999f878483045d5ade10d3c4560fc32965127bc67c3ca2eb66bea46c7c720a0b11f65de4808baa44ea9f283463784ebe8cc814843674e722a9b5cbd4c1b288a5c227bb4ab98d9eee05183c309464e6d3e99fa9517da7c3357413c8d51ed0bb65caf2c631adf57c83fbce95dc49baf4599e2a35a24b4baa9563dcf6faaff4958bef0a8fff4b8ade937fbbab8f40b3af9e843421e89d884cb13f1d9bbe18960b88c2856ac141d9c0ae771ebcf0edd3da996a148bd3cf7afb50d224cc01181ec563bf6d3a2e25bb7b204225295809369e88e4c65f191032d707402ea8b671529695202bbd7df506a5546bfa0a328617f70d0c3a2aa2c21aa47ce289c064576bf821827b4d5aeb4cb50e66bf44c867130e9a6df1686e0d8ff40ddfbd042887fa3333a2e5c1e41118163ce18716b2beca68ab7315c3a6a47e0c37959d6201aaff26a98aa72bc574ad24b9dbb10fcb04c41e5ed1d3d5e289d9cccbfb351daa747e584530203010001a381f43081f1301f0603551d23041830168014adbd987a34b426f7fac42654ef03bde024cb541a301d0603551d0e04160414bbaf7e023dfaa6f13c848eadee3898ecd93232d4300e0603551d0f0101ff040403020186300f0603551d130101ff040530030101ff30110603551d20040a300830060604551d200030440603551d1f043d303b3039a037a0358633687474703a2f2f63726c2e7573657274727573742e636f6d2f416464547275737445787465726e616c4341526f6f742e63726c303506082b0601050507010104293027302506082b060105050730018619687474703a2f2f6f6373702e7573657274727573742e636f6d300d06092a864886f70d01010c0500038201010064bf83f15f9a85d0cdb8a129570de85af7d1e93ef276046ef15270bb1e3cff4d0d746acc818225d3c3a02a5d4cf5ba8ba16dc4540975c7e3270e5d847937401377f5b4ac1cd03bab1712d6ef34187e2be979d3ab57450caf28fad0dbe5509588bbdf8557697d92d852ca7381bf1cf3e6b86e661105b31e942d7f91959259f14ccea391714c7c470c3b0b19f6a1b16c863e5caac42e82cbf90796ba484d90f294c8a973a2eb067b239ddea2f34d559f7a6145981868c75e406b23f5797aef8cb56b8bb76f46f47bf13d4b04d89380595ae041241db28f15605847dbef6e46fd15f5d95f9ab3dbd8b8e440b3cd9739ae85bb1d8ebcdc879bd1a6eff13b6f10386f,
288,67.175803000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0010,20,,,
289,67.190629000,6,10.12.28.101,103.198.0.2,49169,443,,,206,20,0x0018,20,0x0303,,
290,67.190690000,6,103.198.0.2,10.12.28.101,443,49169,,,40,20,0x0010,20,,,
293,67.314585000,6,103.198.0.2,10.12.28.101,443,49169,,,131,20,0x0018,20,0x0303,,
296,67.314725000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0010,20,,,
304,70.891600000,6,10.12.28.101,103.198.0.2,49169,443,,,397,20,0x0018,20,0x0303,,
305,70.891617000,6,103.198.0.2,10.12.28.101,443,49169,,,40,20,0x0010,20,,,
388,81.918793000,6,103.198.0.2,10.12.28.101,443,49169,,,1316,20,0x0018,20,,,
389,81.918946000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0010,20,,,
390,81.919469000,6,103.198.0.2,10.12.28.101,443,49169,,,209,20,0x0018,20,0x0303,,
391,81.919599000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0010,20,,,
404,147.042470000,6,103.198.0.2,10.12.28.101,443,49169,,,109,20,0x0018,20,0x0303,,
405,147.042616000,6,103.198.0.2,10.12.28.101,443,49169,,,40,20,0x0019,20,,,
406,147.042982000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0010,20,,,
409,186.496421000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0011,20,,,
410,186.496427000,6,103.198.0.2,10.12.28.101,443,49169,,,40,20,0x0010,20,,,
411,186.496429000,6,10.12.28.101,103.198.0.2,49169,443,,,40,20,0x0014,20,,,
